state,county,city,address1,address2,date
Kansas,Montgomery,Coffeyville,"303 West 15th Street",,08/17/2011
Kansas,Johnson,Leawood,"13700  Sagamore Street 12",,08/24/2011
Kansas,Pottawatomie,"Saint Marys","1225  Pawnee",,08/25/2011
Kansas,Montgomery,Independence,"2521 South Brookside Drive",,12/14/2011
Kansas,Montgomery,Dearing,"208  Hill Street",,02/10/2012
Kansas,Cherokee,Galena,"1215  Baker",,02/23/2012
Kansas,Bourbon,"Fort Scott","1418  Oak",,06/16/2012
Kansas,Smith,Lebanon,"106  Chestnut Street",,06/19/2012
Kansas,Montgomery,Coffeyville,"505  Willow",,06/25/2012
Kansas,Reno,Hutchinson,"711 North Severance Street",,07/18/2012
Kansas,Reno,Hutchinson,"716 West A Avenue",,07/20/2012
Kansas,Cherokee,Galena,"719  Euclid Avenue",,08/10/2012
Kansas,Labette,Parsons,"1620  Gabriel",,10/03/2012
Kansas,Crawford,Pittsburg,"415 South Broadway Street",,10/17/2012
Kansas,Gray,Ingalls,"204 West 1st",,10/31/2012
Kansas,Labette,Oswego,"615  Iowa",,01/15/2013
Kansas,Crawford,Pittsburg,"604 North Grand Street",,02/05/2013
Kansas,Johnson,Olathe,"11675  Strang Line Road",,06/07/2013
Kansas,Cherokee,"Baxter Springs","1041  Cleveland",,07/01/2013
Kansas,Lyon,Emporia,"1101  Union",,08/13/2013
Kansas,Sedgwick,Colwich,"211  Colorado",,09/24/2013
Kansas,Johnson,Shawnee,"6323 South Hallet Street",,10/15/2013
Kansas,Montgomery,Coffeyville,"2420  County Road 5400",,11/01/2013
Kansas,Ellis,Hays,"700 East 6th Street 118",,12/26/2013
Kansas,Crawford,Pittsburg,"117 North Broadway",,03/09/2014
Kansas,Saline,Salina,"328 South 10th Street",,10/10/2014
Kansas,Montgomery,Independence,"1017 East Walnut Street",,10/15/2014
Kansas,Montgomery,Independence,"716 North 16",,10/19/2014
Kansas,Crawford,Frontenac,"4091 S Mt Carmel",,02/19/2015
Kansas,Sedgwick,Bentley,"207  York Street",,03/08/2015
Kansas,Ellsworth,Ellsworth,"1402  Prospect Street",,03/19/2015
Kansas,Sedgwick,Wichita,"2525 S Laura",,05/12/2015
Kansas,Cowley,Winfield,"16126  151st Road",,05/14/2015
Kansas,Johnson,Olathe,"501 S Sunset Drive",,06/19/2015
Kansas,Rush,"La Crosse","902  Hargrove",,08/19/2015
Kansas,Labette,Chetopa,"631 N 10th Street",,09/12/2015
Kansas,Comanche,Coldwater,"615 W 1st Street",,09/17/2015
Kansas,Crawford,Pittsburg,"414 N Broadway Street",,09/18/2015
Kansas,Wichita,Leoti,"302 W A Street",,01/02/2016
Kansas,Crawford,Mulberry,"613 S Fulton",,01/04/2016
Kansas,Neosho,Chanute,"1220 W Mulberry St",,10/11/2016
Kansas,Neosho,Chanute,"702 N Highland",,12/23/2017
Kansas,Sedgwick,Wichita,"1349 Summitlawn Street",,02/06/2019
