state,county,city,address1,address2,date
Indiana,Bartholomew,Columbus,"823 4th St 3",,02/15/2005
Indiana,Gibson,Princeton,"Sr 64 W Rr 3 276",,02/17/2005
Indiana,Floyd,"New Albany","1409 Vine St",,02/17/2005
Indiana,Pike,Winslow,"106 Union E St",,02/17/2005
Indiana,Dearborn,"West Harrison","1156 Sparks Rd",,02/18/2005
Indiana,Pike,Winslow,"2183 Sr 61 S",,02/19/2005
Indiana,Montgomery,Crawfordsville,"812 Center Dr B",,02/19/2005
Indiana,Laporte,"Michigan City","207 May",,02/21/2005
Indiana,Tippecanoe,Lafayette,"814 5th S St",,02/21/2005
Indiana,Gibson,"Oakland City","527 Trussler W",,02/22/2005
Indiana,Brown,Nashville,"1787 Lucas Hollow Rd",,02/22/2005
Indiana,Howard,Kokomo,"212 Murden E St",,02/24/2005
Indiana,Laporte,"Michigan City","5310 600 West N",,02/26/2005
Indiana,Rush,Arlington,"390 900 W N",,02/26/2005
Indiana,Montgomery,Wingate,"1500 Cr 770 E N",,02/27/2005
Indiana,Montgomery,Crawfordsville,"307 High N St",,02/28/2005
Indiana,Perry,"Tell City","9104 Summer Dr",,03/01/2005
Indiana,Floyd,"New Albany","1004 Main W St",,03/03/2005
Indiana,Decatur,Westport,"207 Williamson N Rd B1",,03/03/2005
Indiana,Clinton,Frankfort,"256 East N St",,03/05/2005
Indiana,Jefferson,Canaan,"11898 Hicks Ridge N",,03/05/2005
Indiana,Clark,Henryville,"305 Front N St",,03/08/2005
Indiana,Jennings,Butlerville,"750 650 E N",,03/09/2005
Indiana,Bartholomew,Columbus,"13500 North Us Hwy 31 Lot 24",,03/09/2005
Indiana,Jefferson,Madison,"131 Regatta Ct A",,03/09/2005
Indiana,Washington,Pekin,"11680 Honey Run E",,03/10/2005
Indiana,Bartholomew,Columbus,"608 Jewel St",,03/10/2005
Indiana,Vermillion,Clinton,"637 5th S St",,03/10/2005
Indiana,Harrison,Corydon,"90 Old Sr 135 2",,03/11/2005
Indiana,Jackson,Seymour,"3757 Cr 1125 N W",,03/11/2005
Indiana,Howard,Russiaville,"5612 400 South W",,03/12/2005
Indiana,Lagrange,Howe,"4225 Sr 9 N 100",,03/13/2005
Indiana,Allen,"Fort Wayne","2623 Gate N Dr",,03/14/2005
Indiana,Daviess,Washington,"301 Meridian N St",,03/16/2005
Indiana,Howard,Greentown,"529 Uncle Tom St",,03/16/2005
Indiana,Howard,Kokomo,"2833 Waugh N St",,03/17/2005
Indiana,Daviess,Washington,"625 Walnut W",,03/17/2005
Indiana,Gibson,Francisco,"404 Wood E",,03/17/2005
Indiana,Howard,Kokomo,"1041 Columbus Blvd",,03/18/2005
Indiana,Howard,Kokomo,"320 Vaile E St A",,03/20/2005
Indiana,Jackson,Seymour,"849 Elm N St",,03/22/2005
Indiana,Warren,"State Line","212 Meridian N St",,03/23/2005
Indiana,Jefferson,Madison,"161 Taft Dr D",,03/24/2005
Indiana,Gibson,Princeton,"127 State E St 1d",,03/29/2005
Indiana,Vigo,"Saint Marys","5545 Thralls W Dr",,03/30/2005
Indiana,Jennings,"North Vernon","4030 Cr 500 E S",,03/31/2005
Indiana,Vermillion,Clinton,"25 Hazzle Bluff E Rd",,03/31/2005
Indiana,Jennings,"North Vernon","675 Cr 60 S W",,04/01/2005
Indiana,Dekalb,Garrett,"1005 Quincy W",,04/05/2005
Indiana,Posey,"Mount Vernon","3320 Lower New Harmony Rd",,04/05/2005
Indiana,Madison,Elwood,"1920 A N St B",,04/05/2005
Indiana,Dearborn,Guilford,"9531 Dearborn N Rd",,04/07/2005
Indiana,Harrison,Corydon,"215 Big Indian Rd",,04/12/2005
Indiana,Jennings,"North Vernon","1745 Cr 150 S E",,04/14/2005
Indiana,Knox,Vincennes,"18 Minneapolis E Ave",,04/17/2005
Indiana,Harrison,Corydon,"541 Walnut E Sr",,04/18/2005
Indiana,Vanderburgh,Evansville,"1207 Judson S St",,04/18/2005
Indiana,Clay,Brazil,"7940 Cr 650 W N",,04/19/2005
Indiana,Bartholomew,Elizabethtown,"20522 Cr 300 S E",,04/21/2005
Indiana,Wayne,Richmond,"602 North West L N St",,04/26/2005
Indiana,Lake,Merrillville,"2007 89th E Ave",,04/27/2005
Indiana,Montgomery,Crawfordsville,"511 North W St",,04/27/2005
Indiana,Posey,"Mount Vernon","3980 Hwy 69 S Hwy",,04/28/2005
Indiana,Carroll,Delphi,"3270 Cr 900 N E",,05/02/2005
Indiana,Dekalb,Butler,"5098 Cr 75a",,05/02/2005
Indiana,Randolph,Saratoga,"307 Main E St",,05/03/2005
Indiana,Floyd,"New Albany","512 Fenwick Dr",,05/04/2005
Indiana,Clark,Borden,"22916 Nicholson Knob",,05/05/2005
Indiana,Clark,Charlestown,"4507 Tunnel Mill Rd",,05/05/2005
Indiana,Posey,"Mount Vernon","1411 O'donell Rd Lot 27",,05/07/2005
Indiana,Jay,Redkey,"45 Meridian S St 2",,05/09/2005
Indiana,Bartholomew,Columbus,"1506 Cr 850 S E",,05/10/2005
Indiana,Cass,Logansport,"1709 Cr 275 North W",,05/10/2005
Indiana,Decatur,Greensburg,"3399 Cr 500 N E",,05/14/2005
Indiana,Cass,"Royal Center","318 Chicago S",,05/16/2005
Indiana,Elkhart,Elkhart,"51913 Downey St",,05/16/2005
Indiana,Orange,"French Lick","8864 Olive Street",,05/16/2005
Indiana,Elkhart,Elkhart,"54642 Cr 101",,05/17/2005
Indiana,Warren,Williamsport,"867 Sr 28 W",,05/17/2005
Indiana,Warren,"West Lebanon","306 High St",,05/17/2005
Indiana,Warren,Williamsport,"4288 100 N W",,05/17/2005
Indiana,Decatur,Greensburg,"901 Sheridan W St",,05/20/2005
Indiana,Vanderburgh,Evansville,"3216 Coker Ave",,05/24/2005
Indiana,Vermillion,Clinton,"832 North St",,05/25/2005
Indiana,Allen,Woodburn,"4221 Gustin Rd",,05/26/2005
Indiana,Miami,Peru,"407 Adams St",,05/27/2005
Indiana,Harrison,Elizabeth,"7561 Sr 111 S",,06/01/2005
Indiana,Knox,Vincennes,"1661 Mississippi Ave",,06/01/2005
Indiana,Miami,Peru,"347 Harrison Ave",,06/03/2005
Indiana,Steuben,Ashley,"102 Lincoln E St",,06/07/2005
Indiana,Sullivan,Shelburn,"4157 Sr 48 W",,06/08/2005
Indiana,Knox,Vincennes,"712 12th N St",,06/09/2005
Indiana,Jay,Portland,"1704 Cr 300 W S",,06/09/2005
Indiana,Owen,Spencer,"151 North W St",,06/14/2005
Indiana,Switzerland,Florence,"130 Searcy Ridge",,06/14/2005
Indiana,Starke,Knox,"1204 Corey E St",,06/14/2005
Indiana,Jackson,Vallonia,"4270 Wheeler Hollow Rd",,06/15/2005
Indiana,Miami,Peru,"325 Columbia St",,06/16/2005
Indiana,Howard,Kokomo,"308 Murden E",,06/21/2005
Indiana,Harrison,Elizabeth,"3955 O'bannon Rd",,06/22/2005
Indiana,Marion,Indianapolis,"5206 Mann Rd",,06/23/2005
Indiana,Scott,Austin,"30 Wilbur Avenue",,06/24/2005
Indiana,Owen,Spencer,"198 Mallory Dr",,06/27/2005
Indiana,Cass,Logansport,"515 Burlington Ave",,06/28/2005
Indiana,Jasper,Rensselaer,"202 Cullen S St",,06/28/2005
Indiana,Johnson,Franklin,"798 Young St",,07/01/2005
Indiana,Jay,Dunkirk,"350 Center E St",,07/03/2005
Indiana,Cass,Onward,"29 Main St",,07/04/2005
Indiana,Jackson,Seymour,"424 Jackson Park N Dr",,07/04/2005
Indiana,Clinton,Frankfort,"1710 Cr 880 W S",,07/11/2005
Indiana,Shelby,Shelbyville,"3183 Little Blue N Rd",,07/11/2005
Indiana,Bartholomew,Columbus,"1783 Bridle Way",,07/15/2005
Indiana,Johnson,Franklin,"60 Lincoln Ct",,07/15/2005
Indiana,Pike,Petersburg,"2337 Sr 61 N",,07/16/2005
Indiana,Vermillion,Clinton,"413 7th S St",,07/16/2005
Indiana,Lagrange,Shipshewana,"8200 1150 W N",,07/18/2005
Indiana,Bartholomew,Columbus,"8205 Buckingham Dr",,07/19/2005
Indiana,Kosciusko,Milford,"12373 Creek Bend Dr",,07/20/2005
Indiana,Jackson,Crothersville,"12142 Cr 525 S E",,07/23/2005
Indiana,Elkhart,Elkhart,"54327 Baldwin Ct",,07/27/2005
Indiana,Steuben,Angola,"612 Gilmore E St",,08/04/2005
Indiana,Montgomery,Crawfordsville,"3364 Us 136 W",,08/04/2005
Indiana,Gibson,Owensville,"Cr 1050 W 495",,08/06/2005
Indiana,Fayette,Connersville,"3048 225 W N",,08/09/2005
Indiana,Howard,Kokomo,"1317 Ring Ct",,08/09/2005
Indiana,Knox,Vincennes,"1315 15th S St 2",,08/10/2005
Indiana,Montgomery,Crawfordsville,"702 Green S St",,08/11/2005
Indiana,Clark,Jeffersonville,"1319 Utica Sellersburg",,08/13/2005
Indiana,Tippecanoe,Lafayette,"505 19th S St 2",,08/16/2005
Indiana,Lagrange,Wolcottville,"1230 690 S E",,08/16/2005
Indiana,Harrison,Mauckport,"2380 Hwy 11",,08/18/2005
Indiana,Lawrence,Bedford,"1315 F St",,08/19/2005
Indiana,Gibson,Princeton,"126 Madison Lot 1",,08/21/2005
Indiana,Scott,Blocher,"6426 Webster E",,08/22/2005
Indiana,Miami,Peru,"410 2nd W St",,08/22/2005
Indiana,Vigo,"West Terre Haute","490 Center W Dr",,08/22/2005
Indiana,White,Monticello,"306 Washington W St",,08/26/2005
Indiana,Rush,Rushville,"438 3rd W St",,08/27/2005
Indiana,White,Monticello,"4370 650 S E",,08/30/2005
Indiana,Steuben,Angola,"503 Tamarack Dr",,08/30/2005
Indiana,Lake,Hammond,"7207 New Jersey Ave",,08/31/2005
Indiana,Dearborn,Lawrenceburg,"21976 Salt Fork Rd",,09/05/2005
Indiana,Bartholomew,Columbus,"13210 Cr 750 W S",,09/09/2005
Indiana,Pike,Otwell,"9841 Cleveland E St",,09/11/2005
Indiana,Marshall,Plymouth,"5205 Queen N Rd",,09/12/2005
Indiana,Howard,Kokomo,"326 North W St",,09/13/2005
Indiana,Vigo,"Terre Haute","3381 14 1/2 S St",,09/16/2005
Indiana,Bartholomew,Hope,"746 Vine Dr",,09/21/2005
Indiana,Gibson,Princeton,"500 Warnock W Lot A3",,09/24/2005
Indiana,Marshall,Plymouth,"20733 12th W Rd",,09/27/2005
Indiana,Bartholomew,Columbus,"11985 Baker Hollow Road",,09/28/2005
Indiana,Blackford,"Hartford City","504 Chestnut E",,10/01/2005
Indiana,Miami,Peru,"233 3rd E St",,10/01/2005
Indiana,Vigo,"Terre Haute","2300 Lafayette Ave Lot 18",,10/03/2005
Indiana,Marion,Indianapolis,"1162 (b) English Ave",,10/04/2005
Indiana,Daviess,Washington,"1573 Cr 150 N W",,10/04/2005
Indiana,Allen,"Fort Wayne","5330 Goshen Rd Lot 111",,10/05/2005
Indiana,Marshall,Plymouth,"1711 Ritter W St",,10/11/2005
Indiana,"St Joseph",Granger,"29771 Cr 2",,10/13/2005
Indiana,Brown,Nashville,"5228 Gravel Creek Rd",,10/15/2005
Indiana,Johnson,Franklin,"2010 Cedar Lane 3",,10/15/2005
Indiana,Miami,Peru,"701 Egypt Hill W",,10/16/2005
Indiana,Elkhart,Elkhart,"29634 Cr 2",,10/18/2005
Indiana,Noble,Kendallville,"2583 500 E N",,10/21/2005
Indiana,Miami,Peru,"1081 Canal W St",,10/21/2005
Indiana,Pike,Winslow,"4614 Meridian S Rd",,10/22/2005
Indiana,Howard,Kokomo,"803 Superior E St",,10/23/2005
Indiana,Bartholomew,Columbus,"1925 Pinewood Dr",,10/25/2005
Indiana,Clark,Henryville,"339 Vest Rd",,10/26/2005
Indiana,Howard,Kokomo,"1312 Purdum N St",,10/27/2005
Indiana,Howard,Russiaville,"3313 500 W S",,10/27/2005
Indiana,Franklin,Brookville,"12057 Lohrey Dr",,10/28/2005
Indiana,Daviess,Washington,"803 Vantrees Street",,10/29/2005
Indiana,Daviess,Washington,"214 Oak Grove Road",,11/03/2005
Indiana,Bartholomew,Columbus,"2906 Randal Court",,11/11/2005
Indiana,Miami,Peru,"85 East Warren Street",,11/19/2005
Indiana,Franklin,Brookville,"11165 Us 52 Lot 25",,11/21/2005
Indiana,Daviess,Montgomery,"Cr 800 E 105",,11/30/2005
Indiana,Howard,Kokomo,"2369 East 50 N",,12/12/2005
Indiana,Miami,Peru,"778 North Wayne Street",,12/14/2005
Indiana,Franklin,Brookville,"10006 Whitcomb Road",,12/14/2005
Indiana,Montgomery,Crawfordsville,"1800 Fremont Street",,12/16/2005
Indiana,Henry,"New Castle","1914 Shop Avenue",,12/20/2005
Indiana,Boone,Lebanon,"610 East South Street",,12/20/2005
Indiana,"St Joseph",Mishawaka,"515 Meridian Street",,12/23/2005
Indiana,Vermillion,Hillsdale,"4054 East Cr 600 S",,12/27/2005
Indiana,Vermillion,Hillsdale,"4229 East 600 S",,12/27/2005
Indiana,Allen,"Fort Wayne","5610 New Haven Avenue",,12/28/2005
Indiana,Marshall,Plymouth,"115 Shalley Drive",,12/30/2005
Indiana,Marion,Clermont,"9055 West Crawfordsville",,12/31/2005
Indiana,Montgomery,Crawfordsville,"2019 Cloverleaf Ct 2019",,01/01/2006
Indiana,Dekalb,Auburn,"5019 Cr 50 Rd",,01/03/2006
Indiana,Knox,Vincennes,"117 Shelby Street",,01/04/2006
Indiana,Noble,Kendallville,"421 Pleasant St",,01/04/2006
Indiana,Brown,Morgantown,"2301 Depperman Rd",,01/05/2006
Indiana,White,Brookston,"12482 626 W W",,01/08/2006
Indiana,Posey,"Mount Vernon","2711 Graddy Road",,01/08/2006
Indiana,Bartholomew,Columbus,"817 Central Pl",,01/08/2006
Indiana,Fulton,Rochester,"9822 100 E S",,01/10/2006
Indiana,Johnson,Franklin,"791 Duane St",,01/13/2006
Indiana,Jackson,Freetown,"9736 Houston Rd",,01/15/2006
Indiana,Dekalb,Auburn,"210 Cedar S St",,01/16/2006
Indiana,Jackson,Seymour,"1225 Seymore St H",,01/20/2006
Indiana,White,Buffalo,"9241 W. Shafer N Dr",,01/20/2006
Indiana,Jackson,Seymour,"1225 Sycamore Road",,01/21/2006
Indiana,Fulton,Rochester,"4122 125 E S",,01/22/2006
Indiana,Shelby,Morristown,"340 North St",,01/23/2006
Indiana,Dearborn,Lawrenceburg,"2586 Meyer Road",,01/26/2006
Indiana,Howard,Kokomo,"1414 Darby Street",,01/29/2006
Indiana,Bartholomew,Columbus,"626 Hutchins Avenue",,01/30/2006
Indiana,Cass,Logansport,"380 East 500 S",,01/30/2006
Indiana,Clinton,Frankfort,"1463 East Clinton Street",,02/05/2006
Indiana,Vanderburgh,Evansville,"4502 Frontier Drive",,02/08/2006
Indiana,Cass,Onward,"29 North Main Street",,02/08/2006
Indiana,Knox,Edwardsport,"10687 North Jones Gap Road",,02/08/2006
Indiana,Lagrange,Lagrange,"7510 East 625 S",,02/09/2006
Indiana,Daviess,Odon,"14071 North Cr 800 E",,02/09/2006
Indiana,Jennings,"North Vernon","6485 North Cr 5 W",,02/11/2006
Indiana,Monroe,Ellettsville,"6587 West Woodland Road",,02/16/2006
Indiana,Randolph,"Union City","1916 East Cr 260 N",,02/19/2006
Indiana,Delaware,Muncie,"501 South Mound Street",,02/21/2006
Indiana,Parke,Rosedale,"1430 East Rosedale Road",,02/21/2006
Indiana,White,Monon,"202 North Market Street",,02/21/2006
Indiana,Orange,Paoli,"1390 West Cr 200 N",,02/23/2006
Indiana,Marion,Lawrence,"10109 Pear Tree Lane",,02/24/2006
Indiana,Washington,Pekin,"5504 Eastern School Road",,02/24/2006
Indiana,Cass,Logansport,"314 Barron Street",,02/24/2006
Indiana,Fulton,Rochester,"3234 South Cr 650",,02/28/2006
Indiana,Howard,Kokomo,"308 East Mulberry Street",,03/02/2006
Indiana,Elkhart,Elkhart,"51935 North Fawn Meadows Avenue",,03/03/2006
Indiana,Harrison,Corydon,"5140 Five Oaks Road",,03/06/2006
Indiana,Marshall,Plymouth,"19194 Lincoln Highway",,03/08/2006
Indiana,Lawrence,Mitchell,"1553 Moto Cross Road",,03/08/2006
Indiana,Knox,Vincennes,"1806 Ash Street",,03/09/2006
Indiana,Floyd,"New Albany","291 Erni Avenue",,03/10/2006
Indiana,Fayette,Connersville,"2357 East Cr 475 S",,03/13/2006
Indiana,Jennings,"North Vernon","1185 Greenwood Place",,03/13/2006
Indiana,Marion,Indianapolis,"2104 South Delaware",,03/13/2006
Indiana,Franklin,Laurel,"25063 Vanetta Avenue",,03/13/2006
Indiana,Daviess,Washington,"1806 Vincennes Avenue",,03/14/2006
Indiana,Floyd,"New Albany","1418 Culbertson Avenue",,03/16/2006
Indiana,Martin,Loogootee,"1354 Old School Road",,03/16/2006
Indiana,Hancock,Greenfield,"123 Eickenberry Street",,03/16/2006
Indiana,Daviess,Washington,"701 South Meridian Street",,03/17/2006
Indiana,Gibson,Princeton,"1125 South Storemont Avenue",,03/19/2006
Indiana,Clinton,Boyleston,"6150 East Cr 400 N",,03/21/2006
Indiana,Spencer,Rockport,"5443 West Eueka Road",,03/22/2006
Indiana,Spencer,Rockport,"815 South Sr 161",,03/22/2006
Indiana,Marshall,Plymouth,"10975 Hawthorn Road",,03/22/2006
Indiana,Knox,Vincennes,"2313 Ewing Avenue",,03/22/2006
Indiana,Starke,Knox,"4895 East 150",,03/23/2006
Indiana,Clark,Clarksville,"2321 Brookwood Drive",,03/28/2006
Indiana,Lagrange,Wolcottville,"131 North Main Street",,03/29/2006
Indiana,Bartholomew,Elizabethtown,"20522 East Cr 300 S",,04/02/2006
Indiana,Vigo,"West Terre Haute","2315 Leon Rd",,04/05/2006
Indiana,Vanderburgh,Evansville,"11621 Motz Lane",,04/06/2006
Indiana,Spencer,Troy,"9713 North Sr 545",,04/08/2006
Indiana,White,Monon,"110 South Railroad",,04/08/2006
Indiana,Jennings,"North Vernon","2364 Buckingham Drive",,04/09/2006
Indiana,Lawrence,Mitchell,"513 South 5th Street",,04/10/2006
Indiana,Clinton,Frankfort,"1051 West Jefferson Street",,04/10/2006
Indiana,Jennings,Vernon,"65 West Washington Street",,04/10/2006
Indiana,Pulaski,Winamac,"820 North Agnew Street",,04/12/2006
Indiana,Clinton,Frankfort,"809 South 1st",,04/12/2006
Indiana,Noble,Kendallville,"601 North Billy",,04/15/2006
Indiana,Steuben,Angola,"1689 East Maumee Street",,04/16/2006
Indiana,"St Joseph",Mishawaka,"220 West Tenth Street",,04/17/2006
Indiana,Bartholomew,Elizabethtown,"306 Lorney Street",,04/20/2006
Indiana,Washington,Salem,"3654 West Ault Saw Mill Road",,04/24/2006
Indiana,Miami,Peru,"82 East Franklin Street",,04/27/2006
Indiana,Harrison,Central,"7455 Southwest Valley City Road",,05/01/2006
Indiana,Decatur,"Saint Paul","110 North Webster Street",,05/01/2006
Indiana,Jefferson,Madison,"9507 East Vernon Ridge",,05/06/2006
Indiana,Marshall,Argos,"15709 Lilac Road",,05/09/2006
Indiana,Howard,Kokomo,"715 West Taylor Street",,05/09/2006
Indiana,Marion,Indianapolis,"2422 North Dearborn",,05/13/2006
Indiana,Washington,Hardinsburg,"7325 East Cr 725 S",,05/15/2006
Indiana,Harrison,Mauckport,"11210 Valley City-mauckport Road",,05/16/2006
Indiana,Carroll,Delphi,"10793 West Cr 400 N",,05/17/2006
Indiana,Clinton,Frankfort,"563q West Paris Street",,05/19/2006
Indiana,Lagrange,Shipshewana,"2775 North 910 W",,05/22/2006
Indiana,Jefferson,Madison,"7224 Whipperwill Road",,05/22/2006
Indiana,Marion,Indianapolis,"2330 South Villa Avenue",,05/23/2006
Indiana,Knox,Vincennes,"1870 Hart Street",,05/24/2006
Indiana,Vigo,"Terre Haute","2818 Schaal Avenue",,05/26/2006
Indiana,Howard,Kokomo,"1817 Sussex Court",,05/30/2006
Indiana,Kosciusko,Syracuse,"9380 North Koher Road",,05/31/2006
Indiana,Vigo,"Terre Haute","2501 North 28th Street",,06/01/2006
Indiana,Posey,Poseyville,"6910 Midway Drive",,06/06/2006
Indiana,Noble,Cromwell,"242 Baker Street",,06/09/2006
Indiana,Franklin,Laurel,"9138 Long Branch Road",,06/16/2006
Indiana,Bartholomew,Columbus,"7346 South Christenburg Road",,06/16/2006
Indiana,Harrison,Corydon,"309 Beech Street",,06/16/2006
Indiana,Shelby,Shelbyville,"17 West Locust Street",,06/20/2006
Indiana,Elkhart,Elkhart,"724 West Bristol Street",,06/20/2006
Indiana,Noble,Brimfield,"1259 East Railroad Street",,06/22/2006
Indiana,Marshall,Plymouth,"19361 West Lincoln Highway",,06/23/2006
Indiana,Vanderburgh,Evansville,"2510 West New Harmony Road",,06/26/2006
Indiana,Harrison,Corydon,"6660 Julie Lane",,06/27/2006
Indiana,Jasper,Rensselaer,"828 Harrison Street",,06/27/2006
Indiana,Knox,Vincennes,"4334 East Evans Street",,06/28/2006
Indiana,Decatur,Greensburg,"2584 South 700 W",,07/07/2006
Indiana,Dearborn,"West Harrison","27541 Longnecker Road",,07/10/2006
Indiana,Floyd,"New Albany","711 West Market Street",,07/13/2006
Indiana,Elkhart,Elkhart,"2614 Warren Street",,07/15/2006
Indiana,Floyd,"New Albany","911 East Market Street",,07/19/2006
Indiana,Ripley,Osgood,"2547 East Sr 350",,07/19/2006
Indiana,Harrison,Elizabeth,"5440 Main Street",,07/21/2006
Indiana,Lake,"Crown Point","3912 West 113th Avenue",,07/21/2006
Indiana,Porter,Portage,"1459 Camelot Manor",,07/21/2006
Indiana,Gibson,"Oakland City","214 West Morton Street",,07/23/2006
Indiana,Knox,Bruceville,"5208 North Sr 67",,07/24/2006
Indiana,Cass,Logansport,"5632 North Sr 25",,07/27/2006
Indiana,Jennings,Scipio,"6695 North Cr 575 W",,07/27/2006
Indiana,Crawford,Milltown,"8725 East Speed Road",,07/28/2006
Indiana,Dekalb,Auburn,"211 East 17th Street",,07/28/2006
Indiana,Dekalb,Auburn,"202 West 8th Street",,07/30/2006
Indiana,Perry,Cannelton,"6425 Old Us 237",,08/01/2006
Indiana,Knox,Vincennes,"1336 South Anson Road",,08/03/2006
Indiana,Noble,Kendallville,"4663 North 400 E",,08/04/2006
Indiana,Washington,Pekin,"8383 Old Palmyra Road",,08/05/2006
Indiana,Fayette,Connersville,"711 Beech Street",,08/07/2006
Indiana,Bartholomew,Hope,"19501 East 500 N",,08/10/2006
Indiana,Lagrange,Howe,"4285 North Sr 9",,08/12/2006
Indiana,Parke,Rosedale,"8324 South Us Hwy 41",,08/13/2006
Indiana,Daviess,Plainville,"10788 North Sr 57",,08/15/2006
Indiana,White,Monticello,"4273 North 800 E",,08/15/2006
Indiana,Cass,Logansport,"942 Garfield Avenue",,08/16/2006
Indiana,Henry,"New Castle","1617 South Main Street",,08/19/2006
Indiana,Miami,Peru,"18 East Franklin Street",,08/20/2006
Indiana,Knox,Vincennes,"2552 South Hart Street",,08/21/2006
Indiana,Knox,Vincennes,"513 Stonehenge Drive",,08/21/2006
Indiana,Bartholomew,Columbus,"2111 Tyler Road",,08/23/2006
Indiana,Fulton,Rochester,"4972 East 500 N",,08/23/2006
Indiana,Knox,Vincennes,"8764 South Dutch Hinkle Road",,08/27/2006
Indiana,Lagrange,Wolcottville,"9695 South 800",,08/30/2006
Indiana,Knox,Decker,"9479 South Sr 241",,08/30/2006
Indiana,Marshall,Plymouth,"909 North Walnut Street",,09/03/2006
Indiana,Knox,Vincennes,"127 East Lyndale Street",,09/09/2006
Indiana,Warrick,Newburgh,"5499 Epworth Road",,09/10/2006
Indiana,Jefferson,Madison,"9838 East Little Brush Fork Road",,09/13/2006
Indiana,Knox,Vincennes,"12009 South Beal Road",,09/14/2006
Indiana,Lawrence,Bedford,"1615 5th Street",,09/15/2006
Indiana,Vanderburgh,Evansville,"1042 West Wortman Road",,09/16/2006
Indiana,Jennings,"North Vernon","3585 East Us 50",,09/17/2006
Indiana,Knox,Vincennes,"329 Eberwine Street",,09/20/2006
Indiana,Knox,Vincennes,"712 North 12th Street",,09/24/2006
Indiana,Jackson,Vallonia,"3289 West Wheeler Hollow Road",,09/25/2006
Indiana,Cass,Logansport,"207 West Linden Avenue",,09/26/2006
Indiana,Lagrange,Lagrange,"4020 East 175 N",,10/01/2006
Indiana,Elkhart,Elkhart,"1650 Cedar Street",,10/08/2006
Indiana,Knox,Wheatland,"520 Adams Street",,10/10/2006
Indiana,Marion,Indianapolis,"3336 South Rybolt Avenue",,10/10/2006
Indiana,Elkhart,Elkhart,"509 East Marion Street",,10/11/2006
Indiana,Elkhart,Elkhart,"1303 Wildflower Avenue",,10/12/2006
Indiana,Dearborn,Dillsboro,"10557 Us 50 Road",,10/21/2006
Indiana,Kosciusko,Pierceton,"8725 East Ryerson Road",,10/23/2006
Indiana,"St Joseph",Mishawaka,"802 East 9th Street",,10/24/2006
Indiana,Lagrange,Wolcottville,"7125 South 200 E Highway",,10/31/2006
Indiana,Gibson,Somerville,"614 Lincoln Street",,11/04/2006
Indiana,Marshall,Plymouth,"15431 West 9th Road",,11/14/2006
Indiana,Bartholomew,Taylorsville,"9841 5th Street",,11/15/2006
Indiana,Martin,Loogootee,"105 East Washington Street",,11/16/2006
Indiana,"St Joseph",Mishawaka,"11233 Archer Street",,11/19/2006
Indiana,Martin,Loogootee,"13368 Cr 550 S",,11/20/2006
Indiana,Hamilton,Noblesville,"16300 East 191 Street",,11/20/2006
Indiana,Lagrange,Lagrange,"701 Hawpatch Street",,11/22/2006
Indiana,Warrick,Chandler,"6878 Manchester Boulevard",,11/24/2006
Indiana,Monroe,Bloomington,"2911 Leonard Springs Road",,11/30/2006
Indiana,Huntington,Huntington,"529 Poplar Street",,12/12/2006
Indiana,Jennings,"North Vernon","780 North Cr 650 W",,12/16/2006
Indiana,Jefferson,Madison,"215 East 2nd",,12/19/2006
Indiana,"St Joseph",Mishawaka,"1530 South Cobblestone Court",,12/20/2006
Indiana,Noble,Albion,"5626 West Walters Street",,12/20/2006
Indiana,Jackson,Seymour,"10418 East Cr 250 N",,12/21/2006
Indiana,Posey,"Mount Vernon","10032 Wolfinger Road",,12/30/2006
Indiana,Marshall,Plymouth,"15580 West 12th Road",,01/02/2007
Indiana,Clinton,Forest,"7227 North Cr 830 Road",,01/05/2007
Indiana,Clay,Coalmont,"13273 Railroad Street",,01/09/2007
Indiana,Bartholomew,Columbus,"2212 Pennsylvania Street",,01/15/2007
Indiana,Jackson,Vallonia,"3806 West Wheeler Hollow Road",,01/15/2007
Indiana,Sullivan,Farmersburg,"406 East Hampton Street",,01/20/2007
Indiana,Perry,"Tell City","1810 9th Street",,01/22/2007
Indiana,Orange,"French Lick","4838 South 950",,01/26/2007
Indiana,Miami,Peru,"330 Jackson Avenue",,01/26/2007
Indiana,Jasper,Demotte,"132 Dogwood",,02/01/2007
Indiana,Bartholomew,Columbus,"15624 South 58",,02/03/2007
Indiana,Jefferson,Madison,"704 Mulberry Street",,02/05/2007
Indiana,Cass,Logansport,"2549 East 525",,02/06/2007
Indiana,Bartholomew,Columbus,"2710 East South Street",,02/07/2007
Indiana,Noble,Kendallville,"2918 South Lima Road",,02/10/2007
Indiana,Washington,Hardinsburg,"11995 Shepard Road",,02/12/2007
Indiana,Elkhart,Elkhart,"2035 Frances Avenue",,02/13/2007
Indiana,Steuben,Angola,"419 Northcrest Road",,02/14/2007
Indiana,Lake,"Crown Point","776 East South Street",,02/15/2007
Indiana,Noble,Kendallville,"120 North Main Street",,02/20/2007
Indiana,Montgomery,Crawfordsville,"2355 East Overcoat Road",,02/22/2007
Indiana,Elkhart,Elkhart,"2937 Arbutus",,02/23/2007
Indiana,"St Joseph",Lakeville,"121 South Mighigan Street",,02/24/2007
Indiana,Montgomery,Wingate,"775 N 1000w",,02/26/2007
Indiana,Sullivan,Shelburn,"8794 North Cr 200 W",,02/27/2007
